Email No.,the,to,ect,and,for,of,a,you,hou,in,on,is,this,enron,i,be,that,will,have,with,your,at,we,s,are,it,by,com,as,from,gas,or,not,me,deal,if,meter,hpl,please,re,e,any,our,corp,can,d,all,has,was,know,need,an,forwarded,new,t,may,up,j,mmbtu,should,do,am,get,out,see,no,there,price,daren,but,been,company,l,these,let,so,would,m,into,xls,farmer,attached,us,information,they,message,day,time,my,one,what,only,http,th,volume,mail,contract,which,month,more,robert,sitara,about,texas,nom,energy,pec,questions,www,deals,volumes,pm,ena,now,their,file,some,email,just,also,call,change,other,here,like,b,flow,net,following
Email 51,5,5,1,1,2,2,23,0,3,4,12,1,0,0,22,0,0,0,1,0,0,4,0,19,0,0,0,2,2,0,1,4,0,2,0,0,0,1,1,4,37,1,1,0,0,12,0,0,0,0,0,7,0,1,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,2,0,5,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
Email 52,3,3,1,1,0,3,37,2,0,4,6,4,0,0,29,2,0,1,0,2,1,4,3,26,3,4,2,1,3,0,0,4,1,3,0,1,0,0,0,10,58,0,3,0,0,23,0,1,0,0,0,3,0,1,34,0,2,5,0,0,1,0,1,1,0,3,0,0,0,0,0,0,21,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,22,0,0,0
Email 53,10,8,1,1,6,9,52,7,0,12,9,4,0,0,51,9,2,3,4,0,2,7,1,29,0,3,0,0,4,0,0,8,0,5,0,0,0,0,0,10,88,2,2,0,1,21,4,0,0,1,0,8,0,2,48,0,0,1,0,0,0,0,0,2,0,2,1,0,0,0,0,0,30,0,0,2,2,11,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,11,0,0,0
Email 54,1,1,1,2,0,1,52,0,0,2,4,2,0,0,30,1,0,0,0,0,0,6,1,22,0,2,1,0,1,0,0,2,0,2,0,0,0,0,0,5,55,0,0,0,2,23,1,0,0,0,0,12,0,0,28,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,23,0,1,1,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0
Email 55,60,38,7,17,23,11,278,17,0,45,55,26,1,6,186,14,9,5,5,6,1,37,16,211,6,19,2,3,46,4,12,39,0,23,1,2,0,3,0,32,367,4,3,4,4,106,10,6,4,5,1,54,2,1,307,1,8,14,2,0,15,8,0,2,1,11,5,1,0,4,5,0,157,1,1,11,1,109,8,0,0,0,9,0,2,0,2,1,1,4,5,1,0,97,11,0,1,3,6,3,0,0,0,5,6,6,1,4,0,0,6,2,0,5,0,0,1,0,0,0,1,1,3,6,0,37,1,0,0
Email 56,0,1,2,0,1,0,13,1,0,0,8,0,0,3,8,1,0,0,0,0,0,2,0,14,0,0,1,1,1,0,0,3,0,1,0,0,0,2,0,2,23,0,0,2,0,11,0,0,0,0,0,1,1,0,8,0,0,3,0,0,0,4,0,0,1,2,0,0,0,0,0,0,11,0,0,3,0,10,0,2,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,6,0,0,0
Email 57,0,5,2,0,1,0,12,0,2,0,9,0,0,3,10,4,0,0,0,0,0,1,0,19,0,2,1,1,0,0,0,3,0,0,0,0,0,2,0,5,26,0,0,2,0,7,0,0,0,0,0,3,1,0,20,0,2,4,0,2,0,3,0,0,1,2,0,0,0,2,0,0,13,0,0,3,0,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0
Email 58,2,3,1,2,1,0,17,6,0,4,2,4,2,0,13,1,1,1,0,0,2,4,2,21,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,3,40,0,2,0,1,7,1,0,0,0,0,3,0,0,28,0,0,1,0,0,2,1,1,1,0,1,0,0,0,0,0,0,12,0,2,1,0,11,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
Email 59,0,1,6,2,1,0,21,0,2,1,6,1,0,2,16,0,0,0,0,0,0,0,0,14,1,0,4,0,1,1,0,4,0,2,0,0,0,0,0,3,23,0,0,2,0,14,0,0,0,0,0,2,1,0,15,0,0,3,0,0,0,6,0,0,0,1,0,0,1,0,0,0,6,0,0,0,0,10,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Email 60,0,0,1,1,0,0,5,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,4,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Email 61,0,4,2,0,1,1,22,2,0,6,3,4,0,0,26,1,1,0,0,1,1,2,1,17,0,3,0,0,1,0,0,2,0,0,0,1,0,0,0,3,35,0,1,0,0,10,0,0,0,0,0,2,0,0,20,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10,0,0,1,0,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0
Email 62,0,1,1,0,4,1,15,4,1,4,3,3,0,0,19,2,0,0,0,1,3,2,0,15,1,1,1,1,0,0,0,7,0,0,0,0,0,0,0,5,31,0,3,0,0,10,0,0,0,0,0,2,0,0,14,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0
Email 63,5,4,8,4,5,1,46,1,1,12,17,3,0,4,54,0,0,1,0,0,0,3,0,35,2,4,1,1,3,1,0,8,1,8,0,1,8,0,0,17,90,0,0,2,0,21,3,0,0,0,0,12,1,0,77,0,0,7,0,0,0,5,0,1,0,3,1,0,0,0,0,0,36,0,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,13,2,0,1
Email 64,0,1,8,0,1,0,13,0,3,1,5,1,0,2,11,0,0,0,0,0,0,0,0,6,1,2,1,0,0,1,0,4,0,2,0,0,0,0,0,3,21,0,0,2,0,5,0,0,0,0,0,3,1,0,14,0,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
Email 65,1,5,2,0,0,3,65,4,0,10,12,6,0,0,42,3,0,0,1,3,2,4,0,33,0,3,0,1,6,0,0,5,1,2,0,2,0,0,0,6,61,2,3,0,1,23,0,0,0,0,0,8,0,0,42,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,34,0,0,0,0,15,0,0,0,0,2,0,0,0,1,0,4,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,0,0,0
Email 66,16,7,1,2,5,2,52,1,1,19,3,2,1,0,37,2,3,2,1,0,0,8,2,45,3,2,0,0,5,2,2,7,2,3,2,3,0,0,1,11,80,0,0,0,1,14,1,0,0,0,0,12,0,0,67,1,7,1,2,1,0,0,0,2,0,2,3,0,0,0,0,0,40,2,0,0,0,23,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0
Email 67,0,0,1,0,1,0,3,0,0,1,1,0,0,0,3,1,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
Email 68,11,10,15,6,7,6,80,0,11,10,31,5,0,0,63,2,0,0,1,0,0,10,0,53,1,1,2,5,8,0,3,12,0,19,0,1,13,1,2,13,175,3,2,1,0,44,1,0,0,0,0,21,1,3,95,0,2,4,0,0,1,1,0,0,0,2,0,0,1,0,0,2,59,0,0,3,0,34,0,0,1,0,6,0,0,0,0,0,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,15,0,0,1
Email 69,2,5,2,0,0,0,43,0,0,5,7,1,0,0,32,1,0,0,0,0,0,6,0,22,0,4,0,0,2,0,0,6,0,5,0,3,1,0,0,7,56,0,0,0,0,17,1,0,0,0,0,7,0,0,41,0,0,6,0,0,2,1,0,0,1,3,0,0,0,0,0,0,24,0,1,1,0,14,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0
Email 70,23,12,11,3,15,2,128,1,6,28,28,11,4,0,79,6,2,0,0,1,1,16,1,104,7,8,0,0,18,1,0,31,0,21,3,2,7,0,0,25,178,2,1,1,1,53,7,0,7,1,5,17,0,0,155,0,2,5,1,2,1,4,0,1,0,6,2,0,4,0,0,0,58,0,0,8,0,41,0,0,2,0,2,2,0,0,0,1,0,3,1,0,0,37,4,0,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,4,0,0,0,0,0,2,2,0,13,0,0,0
Email 71,2,1,1,0,0,0,8,1,0,3,6,3,1,0,18,0,1,1,0,0,0,1,1,8,0,2,0,0,2,0,0,3,0,0,0,3,0,0,0,0,10,0,0,0,0,4,0,0,0,1,0,0,0,0,14,0,0,1,0,0,2,2,0,0,0,1,0,0,0,0,0,0,5,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Email 72,0,6,1,0,0,0,19,0,0,5,7,4,0,0,27,0,0,0,0,0,0,1,1,27,0,3,0,0,2,0,0,7,0,0,0,0,0,0,1,8,36,0,1,0,0,13,3,0,0,0,0,0,0,1,25,0,0,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,19,0,0,1,0,11,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Email 73,0,2,1,4,1,0,37,4,0,6,14,4,0,0,43,2,0,0,0,0,4,3,0,37,0,1,5,2,1,0,0,4,1,14,0,0,0,0,1,3,49,0,4,0,0,31,0,0,0,0,0,6,0,0,36,0,0,4,0,0,0,7,0,0,0,1,0,0,0,0,0,0,24,0,0,0,0,25,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
Email 74,0,0,1,0,0,0,7,0,0,4,3,0,0,0,6,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Email 75,6,3,1,1,1,3,26,0,0,2,4,3,1,0,25,1,1,0,0,1,0,3,0,19,0,2,0,0,3,0,0,5,0,0,1,1,0,0,0,2,22,0,1,0,0,10,1,1,0,0,0,3,0,0,27,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Email 76,0,1,2,0,1,0,13,0,0,0,5,0,0,3,7,1,0,0,0,0,0,1,0,8,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,1,16,0,0,2,0,3,0,0,0,0,0,5,1,0,8,0,0,6,0,0,0,4,0,0,1,5,0,0,0,0,0,0,4,0,0,0,0,11,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0
Email 77,5,3,1,1,1,2,22,0,0,7,1,6,1,0,18,0,2,0,1,0,0,5,1,20,1,0,0,0,4,0,1,3,2,6,1,0,1,1,0,8,35,0,0,0,0,8,0,0,1,0,0,2,0,0,28,1,1,1,1,0,0,0,0,0,0,2,4,0,1,0,0,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2,0,0
Email 78,9,3,1,2,2,4,28,0,0,8,5,10,2,0,27,0,3,0,1,0,0,6,1,32,2,1,0,0,4,0,1,4,2,6,2,0,1,1,0,12,52,0,0,0,0,12,0,0,1,0,0,4,0,0,38,1,1,1,1,0,1,0,0,0,1,3,5,0,1,0,0,0,12,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,3,3,0,0
Email 79,3,1,1,0,1,1,19,0,0,2,6,1,1,0,12,2,0,1,0,0,0,1,0,10,1,1,0,0,1,0,0,4,0,2,4,1,0,0,1,3,32,1,0,1,0,11,0,0,0,1,0,2,0,0,16,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,14,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0
Email 80,13,11,5,4,9,12,168,7,0,27,39,21,1,0,178,2,0,0,0,1,5,15,2,159,0,19,0,4,8,1,0,20,2,9,0,3,0,0,2,24,257,0,16,0,1,77,2,0,0,0,0,21,0,0,165,0,1,9,0,0,2,0,0,1,0,7,0,10,0,0,0,0,99,0,0,4,0,63,0,0,0,0,18,4,0,2,2,0,0,1,0,1,3,23,0,5,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,8,0,1,0
Email 81,3,0,1,1,0,1,10,1,0,4,0,1,0,0,10,2,0,1,0,2,0,2,0,5,0,3,1,0,2,0,0,0,0,0,0,0,0,0,1,0,14,1,0,0,0,4,1,0,0,0,0,3,0,2,12,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0
Email 82,0,0,1,0,0,0,5,0,1,0,1,1,0,0,9,1,0,0,0,1,0,0,0,5,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
Email 83,1,1,1,1,1,0,13,1,0,3,3,2,0,0,16,1,0,1,0,0,1,2,0,6,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,13,0,1,0,0,7,0,0,0,0,0,3,0,0,11,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Email 84,12,15,1,12,7,1,231,10,0,51,33,4,1,0,290,3,1,1,2,0,4,11,6,178,3,9,0,0,8,0,0,62,1,25,0,13,0,0,2,34,393,0,5,0,0,306,6,0,0,0,0,26,0,2,544,0,0,22,0,0,5,11,4,3,3,4,1,0,0,0,2,0,175,2,3,4,0,97,0,0,0,0,1,0,0,0,0,0,7,1,2,0,43,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,0,2,2,106,0,0,0
Email 85,7,1,4,2,0,2,28,1,1,6,6,6,1,0,21,2,2,0,2,0,1,10,2,30,0,2,0,0,2,0,0,3,1,0,0,0,0,0,0,10,53,1,2,0,0,17,1,0,0,0,0,5,0,0,37,0,2,1,0,1,0,0,0,0,0,5,1,0,0,0,0,0,12,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,4,0,0,0
Email 86,8,3,13,4,2,4,45,1,7,3,5,5,2,0,22,2,0,1,1,1,1,7,1,22,2,3,1,0,2,1,0,3,3,2,1,1,0,0,1,6,67,1,1,0,0,18,0,0,0,0,1,8,1,0,54,0,1,5,0,1,1,5,0,1,1,3,0,0,1,0,0,0,16,0,1,0,0,12,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0
Email 87,0,0,1,0,1,0,3,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Email 88,0,1,1,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Email 89,0,0,1,0,1,0,3,0,0,1,1,0,0,0,3,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
Email 90,3,2,1,0,2,0,18,1,0,0,2,0,0,0,3,2,1,0,2,0,0,1,0,8,3,0,1,0,1,0,0,5,0,4,0,0,1,0,0,3,25,0,0,0,0,6,0,0,0,0,0,4,0,0,15,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0
Email 91,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,1,0,0,0,0,0,1,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
Email 92,8,5,2,0,2,0,34,1,0,6,4,3,2,0,18,2,1,1,1,1,0,4,0,30,0,2,0,0,12,0,3,3,1,5,0,0,0,0,1,4,47,0,0,0,0,10,0,2,0,1,0,4,0,0,39,1,1,2,0,0,0,0,0,3,0,4,0,0,0,1,0,0,17,1,1,5,1,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,1,0,7,2,0,0
Email 93,22,15,2,13,3,13,172,17,1,24,34,17,5,0,118,10,3,2,1,3,4,27,0,108,2,15,0,3,10,0,0,21,3,11,2,7,0,0,1,22,179,3,8,0,5,68,2,0,0,1,0,30,0,1,162,0,0,3,0,0,7,3,0,1,0,10,0,1,0,0,0,0,76,0,0,5,1,46,1,0,0,0,8,1,2,0,6,2,0,4,1,0,2,37,0,1,0,0,1,1,0,0,1,0,0,0,1,0,2,2,0,0,0,3,0,0,1,1,0,1,1,0,1,2,0,24,0,0,0
Email 94,19,23,4,20,12,11,190,12,0,28,28,14,0,0,125,8,2,2,1,6,4,23,7,111,6,17,5,15,10,1,0,30,3,14,0,5,0,0,2,32,253,4,8,0,2,100,4,1,0,0,0,43,0,3,175,0,6,2,0,0,3,5,0,2,1,6,0,2,0,0,0,2,107,4,1,5,0,64,0,0,0,0,11,0,1,0,0,0,0,6,0,6,0,29,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,40,0,2,0
Email 95,6,10,17,2,4,1,68,2,8,17,21,6,1,7,54,6,0,2,1,0,0,6,0,49,0,0,1,2,4,1,2,16,0,9,0,1,1,1,1,6,122,1,1,4,0,20,3,0,0,0,0,12,1,1,71,0,1,5,0,0,0,5,0,2,0,1,0,0,0,0,0,0,46,0,3,6,0,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,13,0,0,1
Email 96,17,15,29,5,8,2,128,3,14,25,35,18,5,8,99,7,3,4,2,1,0,13,1,94,2,3,2,3,6,3,3,26,2,19,1,3,4,2,1,14,214,1,2,5,1,39,5,0,0,1,0,22,2,1,143,0,2,10,0,0,0,8,0,4,0,7,2,0,0,0,0,0,72,1,4,8,0,52,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,33,0,0,1,0,0,0,0,0,1,1,0,2,1,0,0,0,0,4,0,1,0,0,1,0,0,0,3,0,0,3,0,22,0,0,1
Email 97,8,6,8,0,2,0,48,1,2,6,7,3,2,2,23,2,1,1,1,1,0,6,0,41,1,2,0,0,15,0,3,4,1,8,0,0,0,0,2,7,71,0,0,1,0,11,1,2,0,2,0,6,0,0,51,1,1,4,0,0,0,0,0,3,0,6,0,0,1,1,0,0,25,1,2,6,1,17,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,17,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,2,0,0,2,0,0,1,0,0,0,1,0,9,2,0,0
Email 98,3,1,1,0,2,0,11,0,0,1,3,1,0,0,6,0,1,0,0,1,0,1,1,8,0,2,0,0,2,0,0,2,0,2,1,1,1,0,0,4,28,0,0,0,0,4,0,1,1,0,1,0,0,0,15,0,1,1,0,0,0,1,0,0,0,4,3,0,0,1,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0
Email 99,2,1,1,0,1,2,20,0,0,6,3,1,1,0,14,2,1,0,0,0,0,2,0,16,1,2,0,0,3,0,1,2,0,4,0,0,1,0,0,2,29,0,0,0,0,6,1,0,2,0,0,3,0,0,25,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,7,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0
Email 100,3,3,1,1,0,3,35,2,0,4,6,4,0,0,28,0,0,1,0,2,1,4,3,26,3,4,1,1,3,0,0,4,1,4,0,1,0,0,0,9,53,0,3,0,0,21,0,1,0,0,0,3,0,1,41,0,2,13,0,0,0,0,1,1,0,4,0,0,0,0,0,0,26,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,24,0,0,0
Email 101,3,2,1,2,2,1,24,0,1,4,1,3,2,0,15,0,1,0,1,1,0,5,1,11,0,3,0,0,2,0,1,3,0,2,0,0,0,0,0,5,26,0,0,0,0,8,1,1,0,0,0,4,0,0,27,0,0,3,0,0,0,1,0,2,0,1,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
Email 102,2,2,2,0,2,0,19,1,0,3,4,3,0,0,16,2,1,0,0,1,1,4,1,14,0,1,0,1,3,0,2,4,0,4,0,0,0,0,0,5,35,0,1,0,0,3,0,0,0,0,0,0,0,0,26,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,1,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0
